ID,VILLE,LIVRES,VACANCES,LIEUVIE,NBCOHAB,CHAMBRE,TRI,EMBALLAGE,RUE,PREOCCUP,SENTIMENTS,CANAL,PRATIQUES,INVESTI,PREF,TEL,SECMAIN,ACHAT,pays_recode,VOYAGE,MOYENALLER,MOYENLIEU,TRANSPORTS1,TRANSPORTS2,TRANSPORTS3,TRANSPORTS4,TRANSPORTS5,RAISON,ALTERNATIVE,ETAB,CLASSE,GENRE,POIDSCAL
8695,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,3,1,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Des cendriers à l'entrée,Tu l'as toujours chez toi,Deux,Deux,Europe,Vacances avec ta famille,Train (RER/TER/TGV…),Train (RER/TER/TGV...),Vélo partagé (par exemple : Vélib),Métro / RER,Vélo personnel,,,Tu n'as pas le choix parce que c'est la seule solution,A pied,Henri Bergson,1ère,Fille,7.6153848266259
7627,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,deux,Oui,on trie seulement le verre,tu le gardes pour le jeter à ton retour chez toi,2,4,2,Les conversations en famille,3,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des aménagements d'espaces verts,Tu as toujours ton premier téléphone,Plus de deux,Deux,Europe,NSPRF,Avion,Autocar/bus,Trottinette,,,,,Parce que ça te plaît,"Bus (dont microbus, Traverse, etc.)",Miriam Makeba,4ème,Garçon,1.24489795918368
8422,Non,plus de 50 livres,3 fois ou plus,avec l'un de tes deux parents seulement,un,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,2,1,Les cours,2,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Une ruche d'abeilles,Tu l'as toujours chez toi,Un seul,Trois,France,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Métro / RER,Vélo personnel,,,,Aucune de ces réponses ne te correspond,Vélo partagé (par exemple : Vélib),Hélène Boucher,2nde,Fille,3.22222222222222
1323,Non,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,trois,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,3,2,2,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as toujours chez toi,Un seul,Plus de trois,Europe,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,Vélo partagé (par exemple : Vélib),"Bus (dont microbus, Traverse, etc.)",À pied,,Ça ne coûte pas cher,Autre,Hélène Boucher,Terminale,Garçon,5.02857142857143
1100,Oui,entre 10 et 50 livres,1 fois,autre,trois,Oui,on trie seulement le verre,tu le gardes pour le jeter à ton retour chez toi,2,2,4,Les réseaux sociaux,4,"Oui, tu es investi(e)",Une ruche d'abeilles,Tu l'as toujours chez toi,Aucun,Deux,Asie,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,,,,,Parce que ça te plaît,Vélo personnel,Miriam Makeba,3ème,Garçon,1.22727272727274
9440,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,deux,Oui,"on trie tout, y compris le compost",tu le gardes pour le jeter à ton retour chez toi,3,4,1,Les conversations en famille,3,"Oui, tu es investi(e)",Un parking vélo dans l'établissement,Tu as toujours ton premier téléphone,Un seul,Trois,Europe,NSPRF,Voiture (personnelle/location/taxi),Marche à pied,À pied,,,,,C'est plus accessible,Vélo personnel,Hélène Boucher,1ère,Fille,2.69565217391305
4758,Non,plus de 50 livres,2 fois,NSPRF,+4,NSPRF,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,1,2,2,La télévision,3,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as donné à un proche,NSPRF,Plus de trois,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Vélo personnel,Autre,,,,C'est plus rapide,"Voiture, scooter, moto",Miriam Makeba,5ème,Garçon,1.4375
1369,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,3,4,1,Des journaux (papier),3,"Non, tu n'es pas investi(e)",Un parking vélo dans l'établissement,Tu l'as donné à un proche,Deux,Un,France,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,"Bus (dont microbus, Traverse, etc.)",Métro / RER,À pied,,,C'est plus rapide,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,Terminale,Garçon,5.02857142857143
3628,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,NSPRF,2,Les cours,3,NSPRF,Des aménagements d'espaces verts,Autre,Plus de deux,Deux,Afrique,Vacances avec ta famille,Bateau,Voiture (personnelle / location / taxi),Métro / RER,Tram,"Bus (dont microbus, Traverse, etc.)",,,C'est plus rapide,"Voiture, scooter, moto",Hélène Boucher,Terminale,Fille,2.58426966292135
2881,Non,plus de 50 livres,Jamais,avec l'un de tes deux parents seulement,trois,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,2,1,Les réseaux sociaux,NSPRF,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Tu l'as donné à un proche,Aucun,Plus de trois,Tu ne sais pas ou tu ne souhaites pas répondre,NSPRF,NSPRF,NSPRF,Métro / RER,"Bus (dont microbus, Traverse, etc.)",Tram,,,Tu n'as pas le choix parce que c'est la seule solution,A pied,Hélène Boucher,1ère,Fille,2.69565217391305
5305,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,4,NSPRF,La télévision,3,"Oui, tu es investi(e)",Une ruche d'abeilles,Tu l'as toujours chez toi,Aucun,Plus de trois,Asie,Vacances avec ta famille,NSPRF,Avion,"Voiture, scooter, moto","Bus (dont microbus, Traverse, etc.)",À pied,Trottinette,,Aucune de ces réponses ne te correspond,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,6ème,Fille,1.1818181818182
7740,Non,plus de 50 livres,3 fois ou plus,autre,trois,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,1,1,NSPRF,La télévision,4,"Oui, tu es investi(e)",Le tri des déchets à la cantine,Tu l'as donné à une recyclerie,NSPRF,NSPRF,France,NSPRF,Train (RER/TER/TGV…),Autocar/bus,"Bus (dont microbus, Traverse, etc.)",Tram,Vélo partagé (par exemple : Vélib),À pied,,C'est plus écologique,Trottinette,Henri Bergson,2nde,Fille,2.92
9198,Oui,entre 10 et 50 livres,2 fois,avec tes deux parents dans le même logement,trois,Non,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,2,2,2,La télévision,3,"Non, tu n'es pas investi(e)",La réservation des repas à la cantine,Autre,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Autocar/bus,Trottinette,À pied,,,,C'est plus rapide,Vélo personnel,Miriam Makeba,6ème,Fille,1.1818181818182
7704,Non,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,deux,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,4,1,Les réseaux sociaux,3,"Oui, tu es investi(e)",Une ruche d'abeilles,Tu l'as toujours chez toi,Un seul,Aucun,France,Vacances avec ta famille,Train (RER/TER/TGV…),Train (RER/TER/TGV...),À pied,"Bus (dont microbus, Traverse, etc.)",,,,Tu n'as pas le choix parce que c'est la seule solution,Vélo personnel,Miriam Makeba,5ème,Garçon,1.4375
7531,Non,entre 10 et 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,3,3,2,Les réseaux sociaux,2,"Oui, tu es investi(e)",Des aménagements d'espaces verts,Tu l'as toujours chez toi,Aucun,Plus de trois,Europe,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),À pied,"Voiture, scooter, moto","Bus (dont microbus, Traverse, etc.)",,,Aucune de ces réponses ne te correspond,Vélo personnel,Miriam Makeba,6ème,Fille,1.1818181818182
7181,Non,entre 10 et 50 livres,3 fois ou plus,en partie chez l'un et chez l'autre,deux,Non,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,4,3,2,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Tu l'as donné à un proche,Plus de deux,Un,Asie,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,Vélo partagé (par exemple : Vélib),Tram,À pied,"Bus (dont microbus, Traverse, etc.)",C'est plus accessible,"Voiture, scooter, moto",Hélène Boucher,1ère,Fille,2.69565217391305
9422,Non,plus de 50 livres,NSPRF,avec l'un de tes deux parents seulement,deux,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,2,4,NSPRF,Les réseaux sociaux,2,"Oui, tu es investi(e)",L'installation d'un poulailler,Tu l'as toujours chez toi,Deux,Deux,France,Vacances avec ta famille,Train (RER/TER/TGV…),Marche à pied,Métro / RER,"Bus (dont microbus, Traverse, etc.)",À pied,Vélo partagé (par exemple : Vélib),Tram,Tu n'as pas le choix parce que c'est la seule solution,Vélo personnel,Hélène Boucher,1ère,Fille,2.69565217391305
4016,Non,plus de 50 livres,1 fois,avec l'un de tes deux parents seulement,trois,Ça dépend,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,3,3,NSPRF,Les réseaux sociaux,2,"Non, tu n'es pas investi(e)",Des cendriers à l'entrée,Tu l'as donné à un proche,Aucun,NSPRF,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,"Bus (dont microbus, Traverse, etc.)",À pied,Trottinette,Vélo partagé (par exemple : Vélib),Tu n'as pas le choix parce que c'est la seule solution,Vélo personnel,Hélène Boucher,Terminale,Fille,2.58426966292135
7612,Non,entre 10 et 50 livres,1 fois,en partie chez l'un et chez l'autre,deux,Non,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,3,2,2,Les réseaux sociaux,1,NSPRF,Le tri des déchets à la cantine,Tu l'as donné à un proche,Aucun,Plus de trois,Amérique,Vacances avec ta famille,Avion,"Deux-roues motorisés (moto, scooter)",NSPRF,,,,,NSPRF,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,2nde,Fille,3.22222222222222
7939,Non,plus de 50 livres,3 fois ou plus,avec l'un de tes deux parents seulement,deux,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,1,3,2,Les réseaux sociaux,2,"Oui, tu es investi(e)",La généralisation de poubelles jaunes,Tu l'as vendu,Plus de deux,Deux,France,Vacances avec ta famille,Train (RER/TER/TGV…),Voiture (personnelle / location / taxi),Métro / RER,"Bus (dont microbus, Traverse, etc.)",À pied,,,Parce que ça te plaît,Autre,Hélène Boucher,2nde,Fille,3.22222222222222
7240,Non,entre 10 et 50 livres,NSPRF,avec tes deux parents dans le même logement,+4,NSPRF,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,3,NSPRF,NSPRF,La télévision,NSPRF,NSPRF,NSPRF,NSPRF,Aucun,Plus de trois,Tu ne sais pas ou tu ne souhaites pas répondre,NSPRF,Avion,NSPRF,,,,,,NSPRF,Tu ne sais pas ou tu ne souhaites pas répondre,Miriam Makeba,4ème,Garçon,1.24489795918368
1790,Non,NSPRF,1 fois,avec tes deux parents dans le même logement,trois,Oui,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,1,3,NSPRF,NSPRF,4,"Oui, tu es investi(e)",Une ruche d'abeilles,Tu l'as toujours chez toi,Deux,Plus de trois,Dom-Tom,Vacances avec ta famille,Avion,Avion,À pied,"Bus (dont microbus, Traverse, etc.)",,,,Tu n'as pas le choix parce que c'est la seule solution,Trottinette,Miriam Makeba,3ème,Fille,1.13513513513521
7303,Non,plus de 50 livres,1 fois,avec tes deux parents dans le même logement,trois,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,3,2,3,La télévision,4,"Oui, tu es investi(e)",L'installation d'un poulailler,Tu as toujours ton premier téléphone,Aucun,Aucun,Europe,Séjour linguistique,Avion,Autocar/bus,À pied,"Voiture, scooter, moto",,,,,Tu ne sais pas ou tu ne souhaites pas répondre,Hélène Boucher,1ère,Garçon,3.28571428571429
6476,Non,plus de 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,trois,Oui,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,4,NSPRF,NSPRF,La télévision,3,NSPRF,NSPRF,Tu l'as jeté,Aucun,Aucun,Amérique,Vacances avec ta famille,Autocar/bus,Avion,"Bus (dont microbus, Traverse, etc.)",Autre,Train,,,Aucune de ces réponses ne te correspond,"Voiture, scooter, moto",Miriam Makeba,5ème,Fille,1.25714285714286
8205,Non,plus de 50 livres,3 fois ou plus,avec l'un de tes deux parents seulement,trois,Non,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,3,4,2,La télévision,4,"Oui, tu es investi(e)",Un potager,Tu as toujours ton premier téléphone,Aucun,Trois,Europe,Séjour linguistique,Avion,Autocar/bus,À pied,"Bus (dont microbus, Traverse, etc.)",Métro / RER,"Voiture, scooter, moto",,C'est plus rapide,Vélo personnel,Miriam Makeba,4ème,Garçon,1.24489795918368
7322,Non,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on met tout dans la même poubelle,tu cherches la poubelle la plus proche,2,4,2,La télévision,2,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Tu l'as toujours chez toi,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),À pied,"Bus (dont microbus, Traverse, etc.)",Trottinette,,,C'est plus rapide,Autre,Miriam Makeba,4ème,Garçon,1.24489795918368
6989,Non,plus de 50 livres,1 fois,en partie chez l'un et chez l'autre,un,Non,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,3,NSPRF,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",NSPRF,Tu l'as toujours chez toi,Plus de deux,NSPRF,France,Vacances avec ta famille,Voiture (personnelle/location/taxi),Marche à pied,Métro / RER,À pied,,,,C'est plus rapide,Vélo personnel,Hélène Boucher,2nde,Garçon,5.35000000000007
4291,Oui,plus de 50 livres,2 fois,avec tes deux parents dans le même logement,deux,Oui,on trie seulement le verre,tu le gardes pour le jeter à ton retour chez toi,2,2,2,Les cours,3,"Non, tu n'es pas investi(e)",Des cendriers à l'entrée,Tu l'as vendu,Plus de deux,Plus de trois,Europe,Vacances avec des ami(e)s,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),Métro / RER,"Bus (dont microbus, Traverse, etc.)",À pied,"Voiture, scooter, moto",,C'est plus rapide,Trottinette,Hélène Boucher,Terminale,Fille,2.58426966292135
5545,Non,entre 10 et 50 livres,3 fois ou plus,avec tes deux parents dans le même logement,nan,Ça dépend,NSPRF,tu cherches la poubelle la plus proche,NSPRF,NSPRF,NSPRF,Les réseaux sociaux,2,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Le tri des déchets à la cantine,Tu l'as vendu,Aucun,Trois,Asie,"Évènements familiaux (mariage, anniversaire, décès, etc.)",Avion,Voiture (personnelle / location / taxi),Métro / RER,À pied,"Voiture, scooter, moto",,,Tu n'as pas le choix parce que c'est la seule solution,,Miriam Makeba,5ème,Fille,1.25714285714286
8874,Non,plus de 50 livres,3 fois ou plus,en partie chez l'un et chez l'autre,trois,Oui,on trie le verre et d'autres déchets recyclables,tu le gardes pour le jeter à ton retour chez toi,2,4,3,Les réseaux sociaux,2,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",NSPRF,Tu as toujours ton premier téléphone,Deux,Un,Europe,Vacances avec ta famille,Avion,Voiture (personnelle / location / taxi),Métro / RER,,,,,C'est plus rapide,A pied,Hélène Boucher,1ère,Fille,2.69565217391305
3534,Oui,entre 10 et 50 livres,1 fois,avec tes deux parents dans le même logement,+4,Oui,on trie le verre et d'autres déchets recyclables,tu cherches la poubelle la plus proche,NSPRF,NSPRF,NSPRF,Les cours,2,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Des aménagements d'espaces verts,Tu l'as donné à un proche,Un seul,Deux,Afrique,Vacances avec ta famille,,Avion,À pied,Trottinette,"Bus (dont microbus, Traverse, etc.)",Autre,,Tu n'as pas le choix parce que c'est la seule solution,"Voiture, scooter, moto",Miriam Makeba,4ème,Fille,1.02222222222337
1310,Non,moins de 10 livres,3 fois ou plus,avec tes deux parents dans le même logement,+4,Ça dépend,on met tout dans la même poubelle,tu le gardes pour le jeter à ton retour chez toi,3,3,3,La télévision,4,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",Un parking vélo dans l'établissement,Tu l'as donné à un proche,Aucun,Plus de trois,Afrique,Vacances avec ta famille,Voiture (personnelle/location/taxi),Voiture (personnelle / location / taxi),"Bus (dont microbus, Traverse, etc.)",À pied,Trottinette,Vélo personnel,"Voiture, scooter, moto",C'est plus accessible,Métro / RER,Miriam Makeba,6ème,Fille,1.1818181818182
7061,Non,entre 10 et 50 livres,2 fois,avec l'un de tes deux parents seulement,un,Oui,"on trie tout, y compris le compost",tu cherches la poubelle la plus proche,4,2,NSPRF,Les réseaux sociaux,3,"Non, tu n'es pas investi(e)",Des aménagements d'espaces verts,Tu l'as donné à un proche,Un seul,Trois,Asie,Vacances avec ta famille,Avion,Autocar/bus,À pied,Tram,Métro / RER,"Bus (dont microbus, Traverse, etc.)",Train,Tu n'as pas le choix parce que c'est la seule solution,Vélo partagé (par exemple : Vélib),Hélène Boucher,1ère,Fille,2.69565217391305
7440,Non,pas de livres,1 fois,avec tes deux parents dans le même logement,+4,Non,on trie seulement le verre,tu le gardes pour le jeter à ton retour chez toi,3,3,2,Les réseaux sociaux,2,"Tu n'es pas investi(e) actuellement, mais tu souhaiterais t'investir à l'avenir",NSPRF,Autre,Plus de deux,Plus de trois,France,Vacances avec ta famille,Autocar/bus,Marche à pied,"Bus (dont microbus, Traverse, etc.)","Voiture, scooter, moto",À pied,,,Ça ne coûte pas cher,Trottinette,Miriam Makeba,5ème,Garçon,1.4375
